"sample_name","sample_ID","Exp","Type","file_name","Rpl","Primer","primer_label","Group","Forward_Primer","Reverse_Primer","cName","QIIME_reads"
"D6_Skin_V5-tr515F_806R_02","D6_Skin_V5.5-16.xA_02","D6","Skin","D6_Skin_A_5_16_02.fastq","02","V5.5-16.xA","V5","Ind","V5-tr515F","806R","D6_Skin_V5",405672
"D6_Skin_V5-tr515F_806R_03","D6_Skin_V5.5-16.xA_03","D6","Skin","D6_Skin_A_5_16_03.fastq","03","V5.5-16.xA","V5","Ind","V5-tr515F","806R","D6_Skin_V5",335773
"D6_Skin_V5-tr515F_806R_04","D6_Skin_V5.5-16.xA_04","D6","Skin","D6_Skin_A_5_16_04.fastq","04","V5.5-16.xA","V5","Ind","V5-tr515F","806R","D6_Skin_V5",351132
"D6_Skin_V6-tr515F_806R_01","D6_Skin_V6.6-15.xC_01","D6","Skin","D6_Skin_C_6_15_01.fastq","01","V6.6-15.xC","V6","Ind","V6-tr515F","806R","D6_Skin_V6",343783
"D6_Skin_V6-tr515F_806R_02","D6_Skin_V6.6-15.xC_02","D6","Skin","D6_Skin_C_6_15_02.fastq","02","V6.6-15.xC","V6","Ind","V6-tr515F","806R","D6_Skin_V6",468936
"D6_Skin_V6-tr515F_806R_03","D6_Skin_V6.6-15.xC_03","D6","Skin","D6_Skin_C_6_15_03.fastq","03","V6.6-15.xC","V6","Ind","V6-tr515F","806R","D6_Skin_V6",459100
"D6_Skin_V6-tr515F_806R_04","D6_Skin_V6.6-15.xC_04","D6","Skin","D6_Skin_C_6_15_04.fastq","04","V6.6-15.xC","V6","Ind","V6-tr515F","806R","D6_Skin_V6",400421
"D6_Skin_V7-tr515F_806R_01","D6_Skin_V7.7-17.xA_01","D6","Skin","D6_Skin_A_7_17_01.fastq","01","V7.7-17.xA","V7","Ind","V7-tr515F","806R","D6_Skin_V7",373009
"D6_Skin_V7-tr515F_806R_02","D6_Skin_V7.7-17.xA_02","D6","Skin","D6_Skin_A_7_17_02.fastq","02","V7.7-17.xA","V7","Ind","V7-tr515F","806R","D6_Skin_V7",443608
"D6_Skin_V7-tr515F_806R_03","D6_Skin_V7.7-17.xA_03","D6","Skin","D6_Skin_A_7_17_03.fastq","03","V7.7-17.xA","V7","Ind","V7-tr515F","806R","D6_Skin_V7",334317
"D6_Skin_V7-tr515F_806R_04","D6_Skin_V7.7-17.xA_04","D6","Skin","D6_Skin_A_7_17_04.fastq","04","V7.7-17.xA","V7","Ind","V7-tr515F","806R","D6_Skin_V7",336468
"D6_Skin_V8-tr515F_806R_01","D6_Skin_V8.8-17.xC_01","D6","Skin","D6_Skin_C_8_17_01.fastq","01","V8.8-17.xC","V8","Ind","V8-tr515F","806R","D6_Skin_V8",341743
"D6_Skin_V8-tr515F_806R_02","D6_Skin_V8.8-17.xC_02","D6","Skin","D6_Skin_C_8_17_02.fastq","02","V8.8-17.xC","V8","Ind","V8-tr515F","806R","D6_Skin_V8",332217
"D6_Skin_V8-tr515F_806R_03","D6_Skin_V8.8-17.xC_03","D6","Skin","D6_Skin_C_8_17_03.fastq","03","V8.8-17.xC","V8","Ind","V8-tr515F","806R","D6_Skin_V8",337904
"D6_Skin_V8-tr515F_806R_04","D6_Skin_V8.8-17.xC_04","D6","Skin","D6_Skin_C_8_17_04.fastq","04","V8.8-17.xC","V8","Ind","V8-tr515F","806R","D6_Skin_V8",362746
"D7_Soil_515F_806R_01","D7_Soil_StandardO_01","D7","Soil","D7_Soil_Full_01.fastq","01","StandardO","St","Pool","515F","806R","D7_Soil_St",1987399
"D7_Soil_515F_806R_02","D7_Soil_StandardO_02","D7","Soil","D7_Soil_Full_02.fastq","02","StandardO","St","Pool","515F","806R","D7_Soil_St",2285727
"D7_Soil_515F_806R_03","D7_Soil_StandardO_03","D7","Soil","D7_Soil_Full_03.fastq","03","StandardO","St","Pool","515F","806R","D7_Soil_St",2036036
"D7_Soil_515F_806R_04","D7_Soil_StandardO_04","D7","Soil","D7_Soil_Full_04.fastq","04","StandardO","St","Pool","515F","806R","D7_Soil_St",1813314
"D7_Soil_tr515F_806R_01","D7_Soil_TruncatedFO_01","D7","Soil","D7_Soil_Pool_01.fastq","01","TruncatedFO","Tr","Pool","tr515F","806R","D7_Soil_Tr",1341228
"D7_Soil_tr515F_806R_02","D7_Soil_TruncatedFO_02","D7","Soil","D7_Soil_Pool_02.fastq","02","TruncatedFO","Tr","Pool","tr515F","806R","D7_Soil_Tr",1578391
"D7_Soil_tr515F_806R_03","D7_Soil_TruncatedFO_03","D7","Soil","D7_Soil_Pool_03.fastq","03","TruncatedFO","Tr","Pool","tr515F","806R","D7_Soil_Tr",1442179
"D7_Soil_tr515F_806R_04","D7_Soil_TruncatedFO_04","D7","Soil","D7_Soil_Pool_04.fastq","04","TruncatedFO","Tr","Pool","tr515F","806R","D7_Soil_Tr",1211260
"D7_Soil_V1-tr515F_806R_01","D7_Soil_V1.2-12.CC_01","D7","Soil","D7_Soil_CC_2_12_01.fastq","01","V1.2-12.CC","V1","Ind","V1-tr515F","806R","D7_Soil_V1",254091
"D7_Soil_V1-tr515F_806R_02","D7_Soil_V1.2-12.CC_02","D7","Soil","D7_Soil_CC_2_12_02.fastq","02","V1.2-12.CC","V1","Ind","V1-tr515F","806R","D7_Soil_V1",304026
"D7_Soil_V1-tr515F_806R_03","D7_Soil_V1.2-12.CC_03","D7","Soil","D7_Soil_CC_2_12_03.fastq","03","V1.2-12.CC","V1","Ind","V1-tr515F","806R","D7_Soil_V1",392488
"D7_Soil_V1-tr515F_806R_04","D7_Soil_V1.2-12.CC_04","D7","Soil","D7_Soil_CC_2_12_04.fastq","04","V1.2-12.CC","V1","Ind","V1-tr515F","806R","D7_Soil_V1",397230
"D7_Soil_V2-tr515F_806R_01","D7_Soil_V2.2-13.CA_01","D7","Soil","D7_Soil_CA_2_13_01.fastq","01","V2.2-13.CA","V2","Ind","V2-tr515F","806R","D7_Soil_V2",298374
"D7_Soil_V2-tr515F_806R_02","D7_Soil_V2.2-13.CA_02","D7","Soil","D7_Soil_CA_2_13_02.fastq","02","V2.2-13.CA","V2","Ind","V2-tr515F","806R","D7_Soil_V2",476421
"D7_Soil_V2-tr515F_806R_03","D7_Soil_V2.2-13.CA_03","D7","Soil","D7_Soil_CA_2_13_03.fastq","03","V2.2-13.CA","V2","Ind","V2-tr515F","806R","D7_Soil_V2",438042
"D7_Soil_V2-tr515F_806R_04","D7_Soil_V2.2-13.CA_04","D7","Soil","D7_Soil_CA_2_13_04.fastq","04","V2.2-13.CA","V2","Ind","V2-tr515F","806R","D7_Soil_V2",431168
"D7_Soil_V3-tr515F_806R_01","D7_Soil_V3.3-14.TC_01","D7","Soil","D7_Soil_TC_3_14_01.fastq","01","V3.3-14.TC","V3","Ind","V3-tr515F","806R","D7_Soil_V3",254008
"D7_Soil_V3-tr515F_806R_02","D7_Soil_V3.3-14.TC_02","D7","Soil","D7_Soil_TC_3_14_02.fastq","02","V3.3-14.TC","V3","Ind","V3-tr515F","806R","D7_Soil_V3",294256
"D7_Soil_V3-tr515F_806R_03","D7_Soil_V3.3-14.TC_03","D7","Soil","D7_Soil_TC_3_14_03.fastq","03","V3.3-14.TC","V3","Ind","V3-tr515F","806R","D7_Soil_V3",282259
"D7_Soil_V3-tr515F_806R_04","D7_Soil_V3.3-14.TC_04","D7","Soil","D7_Soil_TC_3_14_04.fastq","04","V3.3-14.TC","V3","Ind","V3-tr515F","806R","D7_Soil_V3",256603
"D7_Soil_V4-tr515F_806R_01","D7_Soil_V4.4-15.TA_01","D7","Soil","D7_Soil_TA_4_15_01.fastq","01","V4.4-15.TA","V4","Ind","V4-tr515F","806R","D7_Soil_V4",281950
"D7_Soil_V4-tr515F_806R_02","D7_Soil_V4.4-15.TA_02","D7","Soil","D7_Soil_TA_4_15_02.fastq","02","V4.4-15.TA","V4","Ind","V4-tr515F","806R","D7_Soil_V4",317049
"D7_Soil_V4-tr515F_806R_03","D7_Soil_V4.4-15.TA_03","D7","Soil","D7_Soil_TA_4_15_03.fastq","03","V4.4-15.TA","V4","Ind","V4-tr515F","806R","D7_Soil_V4",366978
"D7_Soil_V4-tr515F_806R_04","D7_Soil_V4.4-15.TA_04","D7","Soil","D7_Soil_TA_4_15_04.fastq","04","V4.4-15.TA","V4","Ind","V4-tr515F","806R","D7_Soil_V4",1646
"D7_Soil_V5-tr515F_806R_01","D7_Soil_V5.5-16.xA_01","D7","Soil","D7_Soil_A_5_16_01.fastq","01","V5.5-16.xA","V5","Ind","V5-tr515F","806R","D7_Soil_V5",294139
"D7_Soil_V5-tr515F_806R_02","D7_Soil_V5.5-16.xA_02","D7","Soil","D7_Soil_A_5_16_02.fastq","02","V5.5-16.xA","V5","Ind","V5-tr515F","806R","D7_Soil_V5",353654
"D7_Soil_V5-tr515F_806R_03","D7_Soil_V5.5-16.xA_03","D7","Soil","D7_Soil_A_5_16_03.fastq","03","V5.5-16.xA","V5","Ind","V5-tr515F","806R","D7_Soil_V5",368044
"D7_Soil_V5-tr515F_806R_04","D7_Soil_V5.5-16.xA_04","D7","Soil","D7_Soil_A_5_16_04.fastq","04","V5.5-16.xA","V5","Ind","V5-tr515F","806R","D7_Soil_V5",337619
"D7_Soil_V6-tr515F_806R_01","D7_Soil_V6.6-15.xC_01","D7","Soil","D7_Soil_C_6_15_01.fastq","01","V6.6-15.xC","V6","Ind","V6-tr515F","806R","D7_Soil_V6",287148
"D7_Soil_V6-tr515F_806R_02","D7_Soil_V6.6-15.xC_02","D7","Soil","D7_Soil_C_6_15_02.fastq","02","V6.6-15.xC","V6","Ind","V6-tr515F","806R","D7_Soil_V6",397785
"D7_Soil_V6-tr515F_806R_03","D7_Soil_V6.6-15.xC_03","D7","Soil","D7_Soil_C_6_15_03.fastq","03","V6.6-15.xC","V6","Ind","V6-tr515F","806R","D7_Soil_V6",323728
"D7_Soil_V6-tr515F_806R_04","D7_Soil_V6.6-15.xC_04","D7","Soil","D7_Soil_C_6_15_04.fastq","04","V6.6-15.xC","V6","Ind","V6-tr515F","806R","D7_Soil_V6",342869
"D7_Soil_V7-tr515F_806R_01","D7_Soil_V7.7-17.xA_01","D7","Soil","D7_Soil_A_7_17_01.fastq","01","V7.7-17.xA","V7","Ind","V7-tr515F","806R","D7_Soil_V7",344816
"D7_Soil_V7-tr515F_806R_02","D7_Soil_V7.7-17.xA_02","D7","Soil","D7_Soil_A_7_17_02.fastq","02","V7.7-17.xA","V7","Ind","V7-tr515F","806R","D7_Soil_V7",349344
"D7_Soil_V7-tr515F_806R_03","D7_Soil_V7.7-17.xA_03","D7","Soil","D7_Soil_A_7_17_03.fastq","03","V7.7-17.xA","V7","Ind","V7-tr515F","806R","D7_Soil_V7",497841
"D7_Soil_V7-tr515F_806R_04","D7_Soil_V7.7-17.xA_04","D7","Soil","D7_Soil_A_7_17_04.fastq","04","V7.7-17.xA","V7","Ind","V7-tr515F","806R","D7_Soil_V7",329089
"D7_Soil_V8-tr515F_806R_01","D7_Soil_V8.8-17.xC_01","D7","Soil","D7_Soil_C_8_17_01.fastq","01","V8.8-17.xC","V8","Ind","V8-tr515F","806R","D7_Soil_V8",296542
"D7_Soil_V8-tr515F_806R_02","D7_Soil_V8.8-17.xC_02","D7","Soil","D7_Soil_C_8_17_02.fastq","02","V8.8-17.xC","V8","Ind","V8-tr515F","806R","D7_Soil_V8",382895
"D7_Soil_V8-tr515F_806R_03","D7_Soil_V8.8-17.xC_03","D7","Soil","D7_Soil_C_8_17_03.fastq","03","V8.8-17.xC","V8","Ind","V8-tr515F","806R","D7_Soil_V8",340249
"D7_Soil_V8-tr515F_806R_04","D7_Soil_V8.8-17.xC_04","D7","Soil","D7_Soil_C_8_17_04.fastq","04","V8.8-17.xC","V8","Ind","V8-tr515F","806R","D7_Soil_V8",355657
"E1_Neg_515F_806R_01","E1_Neg_Standard_01","E1","Neg","E1_Neg_515F_806R_01.fastq","01","Standard","St","Pool","515F","806R","E1_Neg_St",364
"E1_Neg_tr515F_tr515R_01","E1_Neg_TruncatedA_01","E1","Neg","E1_Neg_CasF_CasR_01.fastq","01","TruncatedA","Tr","Pool","tr515F","tr515R","E1_Neg_Tr",443
"E1_Neg_tr515F_806R_01","E1_Neg_TruncatedF_01","E1","Neg","E1_Neg_515F_CasR_01.fastq","01","TruncatedF","Tr","Pool","tr515F","806R","E1_Neg_Tr",2143
"E1_Neg_515F_tr515R_01","E1_Neg_TruncatedR_01","E1","Neg","E1_Neg_CasF_806R_01.fastq","01","TruncatedR","Tr","Pool","515F","tr515R","E1_Neg_Tr",296
"E1_Skin_515F_806R_02","E1_Skin_Standard_02","E1","Skin","E1_Skin_515F_806R_02.fastq","02","Standard","St","Pool","515F","806R","E1_Skin_St",2
"E1_Skin_515F_806R_03","E1_Skin_Standard_03","E1","Skin","E1_Skin_515F_806R_03.fastq","03","Standard","St","Pool","515F","806R","E1_Skin_St",918527
"E1_Skin_515F_806R_04","E1_Skin_Standard_04","E1","Skin","E1_Skin_515F_806R_04.fastq","04","Standard","St","Pool","515F","806R","E1_Skin_St",727601
"E1_Skin_515F_806R_05","E1_Skin_Standard_05","E1","Skin","E1_Skin_515F_806R_05.fastq","05","Standard","St","Pool","515F","806R","E1_Skin_St",805660
"E1_Skin_515F_806R_06","E1_Skin_Standard_06","E1","Skin","E1_Skin_515F_806R_06.fastq","06","Standard","St","Pool","515F","806R","E1_Skin_St",1062300
"E1_Skin_tr515F_tr515R_01","E1_Skin_TruncatedA_01","E1","Skin","E1_Skin_CasF_CasR_01.fastq","01","TruncatedA","Tr","Pool","tr515F","tr515R","E1_Skin_Tr",74581
"E1_Skin_tr515F_tr515R_02","E1_Skin_TruncatedA_02","E1","Skin","E1_Skin_CasF_CasR_02.fastq","02","TruncatedA","Tr","Pool","tr515F","tr515R","E1_Skin_Tr",78274
"E1_Skin_tr515F_tr515R_03","E1_Skin_TruncatedA_03","E1","Skin","E1_Skin_CasF_CasR_03.fastq","03","TruncatedA","Tr","Pool","tr515F","tr515R","E1_Skin_Tr",305319
"E1_Skin_tr515F_tr515R_04","E1_Skin_TruncatedA_04","E1","Skin","E1_Skin_CasF_CasR_04.fastq","04","TruncatedA","Tr","Pool","tr515F","tr515R","E1_Skin_Tr",257084
"E1_Skin_tr515F_tr515R_05","E1_Skin_TruncatedA_05","E1","Skin","E1_Skin_CasF_CasR_05.fastq","05","TruncatedA","Tr","Pool","tr515F","tr515R","E1_Skin_Tr",282433
"E1_Skin_tr515F_tr515R_06","E1_Skin_TruncatedA_06","E1","Skin","E1_Skin_CasF_CasR_06.fastq","06","TruncatedA","Tr","Pool","tr515F","tr515R","E1_Skin_Tr",324207
"E1_Skin_tr515F_tr515R_07","E1_Skin_TruncatedA_07","E1","Skin","E1_Skin_CasF_CasR_07.fastq","07","TruncatedA","Tr","Pool","tr515F","tr515R","E1_Skin_Tr",714299
"E1_Skin_tr515F_tr515R_08","E1_Skin_TruncatedA_08","E1","Skin","E1_Skin_CasF_CasR_08.fastq","08","TruncatedA","Tr","Pool","tr515F","tr515R","E1_Skin_Tr",52096
"E1_Skin_tr515F_806R_01","E1_Skin_TruncatedF_01","E1","Skin","E1_Skin_515F_CasR_01.fastq","01","TruncatedF","Tr","Pool","tr515F","806R","E1_Skin_Tr",1
"E1_Skin_tr515F_806R_03","E1_Skin_TruncatedF_03","E1","Skin","E1_Skin_515F_CasR_03.fastq","03","TruncatedF","Tr","Pool","tr515F","806R","E1_Skin_Tr",283143
"E1_Skin_tr515F_806R_06","E1_Skin_TruncatedF_06","E1","Skin","E1_Skin_515F_CasR_06.fastq","06","TruncatedF","Tr","Pool","tr515F","806R","E1_Skin_Tr",935280
"E1_Skin_tr515F_806R_07","E1_Skin_TruncatedF_07","E1","Skin","E1_Skin_515F_CasR_07.fastq","07","TruncatedF","Tr","Pool","tr515F","806R","E1_Skin_Tr",312396
"E1_Skin_tr515F_806R_08","E1_Skin_TruncatedF_08","E1","Skin","E1_Skin_515F_CasR_08.fastq","08","TruncatedF","Tr","Pool","tr515F","806R","E1_Skin_Tr",1214295
"E1_Skin_515F_tr515R_01","E1_Skin_TruncatedR_01","E1","Skin","E1_Skin_CasF_806R_01.fastq","01","TruncatedR","Tr","Pool","515F","tr515R","E1_Skin_Tr",1
"E1_Skin_515F_tr515R_02","E1_Skin_TruncatedR_02","E1","Skin","E1_Skin_CasF_806R_02.fastq","02","TruncatedR","Tr","Pool","515F","tr515R","E1_Skin_Tr",742849
"E1_Skin_515F_tr515R_03","E1_Skin_TruncatedR_03","E1","Skin","E1_Skin_CasF_806R_03.fastq","03","TruncatedR","Tr","Pool","515F","tr515R","E1_Skin_Tr",210841
"E1_Skin_515F_tr515R_04","E1_Skin_TruncatedR_04","E1","Skin","E1_Skin_CasF_806R_04.fastq","04","TruncatedR","Tr","Pool","515F","tr515R","E1_Skin_Tr",95407
"E2_Neg_515F_806R_02","E2_Neg_Standard_02","E2","Neg","E2_Neg_515F_806R_02.fastq","02","Standard","St","Pool","515F","806R","E2_Neg_St",7389
"E2_Neg_tr515F_tr515R_02","E2_Neg_TruncatedA_02","E2","Neg","E2_Neg_CasF_CasR_02.fastq","02","TruncatedA","Tr","Pool","tr515F","tr515R","E2_Neg_Tr",1
"E2_Neg_tr515F_806R_02","E2_Neg_TruncatedF_02","E2","Neg","E2_Neg_515F_CasR_02.fastq","02","TruncatedF","Tr","Pool","tr515F","806R","E2_Neg_Tr",2743
"E2_Neg_515F_tr515R_02","E2_Neg_TruncatedR_02","E2","Neg","E2_Neg_CasF_806R_02.fastq","02","TruncatedR","Tr","Pool","515F","tr515R","E2_Neg_Tr",287
"E2_Soil_515F_806R_01","E2_Soil_Standard_01","E2","Soil","E2_Soil_515F_806R_01.fastq","01","Standard","St","Pool","515F","806R","E2_Soil_St",2
"E2_Soil_515F_806R_03","E2_Soil_Standard_03","E2","Soil","E2_Soil_515F_806R_03.fastq","03","Standard","St","Pool","515F","806R","E2_Soil_St",2166494
"E2_Soil_515F_806R_04","E2_Soil_Standard_04","E2","Soil","E2_Soil_515F_806R_04.fastq","04","Standard","St","Pool","515F","806R","E2_Soil_St",1989492
"E2_Soil_515F_806R_05","E2_Soil_Standard_05","E2","Soil","E2_Soil_515F_806R_05.fastq","05","Standard","St","Pool","515F","806R","E2_Soil_St",1659342
"E2_Soil_515F_806R_06","E2_Soil_Standard_06","E2","Soil","E2_Soil_515F_806R_06.fastq","06","Standard","St","Pool","515F","806R","E2_Soil_St",2403188
"E2_Soil_515F_806R_07","E2_Soil_Standard_07","E2","Soil","E2_Soil_515F_806R_07.fastq","07","Standard","St","Pool","515F","806R","E2_Soil_St",1814008
"E2_Soil_515F_806R_08","E2_Soil_Standard_08","E2","Soil","E2_Soil_515F_806R_08.fastq","08","Standard","St","Pool","515F","806R","E2_Soil_St",4185422
"E2_Soil_tr515F_tr515R_01","E2_Soil_TruncatedA_01","E2","Soil","E2_Soil_CasF_CasR_01.fastq","01","TruncatedA","Tr","Pool","tr515F","tr515R","E2_Soil_Tr",1032629
"E2_Soil_tr515F_tr515R_02","E2_Soil_TruncatedA_02","E2","Soil","E2_Soil_CasF_CasR_02.fastq","02","TruncatedA","Tr","Pool","tr515F","tr515R","E2_Soil_Tr",744616
"E2_Soil_tr515F_tr515R_03","E2_Soil_TruncatedA_03","E2","Soil","E2_Soil_CasF_CasR_03.fastq","03","TruncatedA","Tr","Pool","tr515F","tr515R","E2_Soil_Tr",531240
"E2_Soil_tr515F_tr515R_04","E2_Soil_TruncatedA_04","E2","Soil","E2_Soil_CasF_CasR_04.fastq","04","TruncatedA","Tr","Pool","tr515F","tr515R","E2_Soil_Tr",976640
"E2_Soil_tr515F_tr515R_05","E2_Soil_TruncatedA_05","E2","Soil","E2_Soil_CasF_CasR_05.fastq","05","TruncatedA","Tr","Pool","tr515F","tr515R","E2_Soil_Tr",1068964
"E2_Soil_tr515F_tr515R_06","E2_Soil_TruncatedA_06","E2","Soil","E2_Soil_CasF_CasR_06.fastq","06","TruncatedA","Tr","Pool","tr515F","tr515R","E2_Soil_Tr",739573
"E2_Soil_tr515F_tr515R_07","E2_Soil_TruncatedA_07","E2","Soil","E2_Soil_CasF_CasR_07.fastq","07","TruncatedA","Tr","Pool","tr515F","tr515R","E2_Soil_Tr",338767
"E2_Soil_tr515F_tr515R_08","E2_Soil_TruncatedA_08","E2","Soil","E2_Soil_CasF_CasR_08.fastq","08","TruncatedA","Tr","Pool","tr515F","tr515R","E2_Soil_Tr",572628
"E2_Soil_tr515F_806R_01","E2_Soil_TruncatedF_01","E2","Soil","E2_Soil_515F_CasR_01.fastq","01","TruncatedF","Tr","Pool","tr515F","806R","E2_Soil_Tr",353794
"E2_Soil_tr515F_806R_02","E2_Soil_TruncatedF_02","E2","Soil","E2_Soil_515F_CasR_02.fastq","02","TruncatedF","Tr","Pool","tr515F","806R","E2_Soil_Tr",500587
"E2_Soil_tr515F_806R_03","E2_Soil_TruncatedF_03","E2","Soil","E2_Soil_515F_CasR_03.fastq","03","TruncatedF","Tr","Pool","tr515F","806R","E2_Soil_Tr",368774
"E2_Soil_tr515F_806R_04","E2_Soil_TruncatedF_04","E2","Soil","E2_Soil_515F_CasR_04.fastq","04","TruncatedF","Tr","Pool","tr515F","806R","E2_Soil_Tr",471149
"E2_Soil_tr515F_806R_05","E2_Soil_TruncatedF_05","E2","Soil","E2_Soil_515F_CasR_05.fastq","05","TruncatedF","Tr","Pool","tr515F","806R","E2_Soil_Tr",296114
"E2_Soil_tr515F_806R_06","E2_Soil_TruncatedF_06","E2","Soil","E2_Soil_515F_CasR_06.fastq","06","TruncatedF","Tr","Pool","tr515F","806R","E2_Soil_Tr",441546
"E2_Soil_tr515F_806R_07","E2_Soil_TruncatedF_07","E2","Soil","E2_Soil_515F_CasR_07.fastq","07","TruncatedF","Tr","Pool","tr515F","806R","E2_Soil_Tr",451748
"E2_Soil_tr515F_806R_08","E2_Soil_TruncatedF_08","E2","Soil","E2_Soil_515F_CasR_08.fastq","08","TruncatedF","Tr","Pool","tr515F","806R","E2_Soil_Tr",658150
"E2_Soil_515F_tr515R_01","E2_Soil_TruncatedR_01","E2","Soil","E2_Soil_CasF_806R_01.fastq","01","TruncatedR","Tr","Pool","515F","tr515R","E2_Soil_Tr",1643858
"E2_Soil_515F_tr515R_02","E2_Soil_TruncatedR_02","E2","Soil","E2_Soil_CasF_806R_02.fastq","02","TruncatedR","Tr","Pool","515F","tr515R","E2_Soil_Tr",1803758
"E2_Soil_515F_tr515R_03","E2_Soil_TruncatedR_03","E2","Soil","E2_Soil_CasF_806R_03.fastq","03","TruncatedR","Tr","Pool","515F","tr515R","E2_Soil_Tr",2162638
"E2_Soil_515F_tr515R_04","E2_Soil_TruncatedR_04","E2","Soil","E2_Soil_CasF_806R_04.fastq","04","TruncatedR","Tr","Pool","515F","tr515R","E2_Soil_Tr",2041384
"E2_Soil_515F_tr515R_05","E2_Soil_TruncatedR_05","E2","Soil","E2_Soil_CasF_806R_05.fastq","05","TruncatedR","Tr","Pool","515F","tr515R","E2_Soil_Tr",2265222
"E2_Soil_515F_tr515R_06","E2_Soil_TruncatedR_06","E2","Soil","E2_Soil_CasF_806R_06.fastq","06","TruncatedR","Tr","Pool","515F","tr515R","E2_Soil_Tr",1853452
"E2_Soil_515F_tr515R_07","E2_Soil_TruncatedR_07","E2","Soil","E2_Soil_CasF_806R_07.fastq","07","TruncatedR","Tr","Pool","515F","tr515R","E2_Soil_Tr",2313732
"E2_Soil_515F_tr515R_08","E2_Soil_TruncatedR_08","E2","Soil","E2_Soil_CasF_806R_08.fastq","08","TruncatedR","Tr","Pool","515F","tr515R","E2_Soil_Tr",1836151
